GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
134863,9B658EF1-843B-4626-B9B0-12297C3CA915,Workshops mit verschiedenen Schulgemeinden zum Kooperationsplaner,2013-11-01,"verschiedene Schulgemeinden, Switzerland",Other administration / public sector,nan,nan
134863,96D11646-77CE-4BAD-BAD3-C5537F88334A,"•	Workshop zur Studie „KosH - Kooperation im Kontext schulischer Integration“, Tagung der Thurgauer Kindergartenkonferenz",2013-09-04,"Kreuzlingen, Switzerland",Other administration / public sector,nan,nan
134863,C9BE4E67-F670-42C0-BE4E-36CDE90183DA,Netzwerktagung für Schulleitungspersonen der an der SNF-Studie „KosH – Kooperation im Kontext schulischer Heterogenität“ beteiligten Schulen,2013-11-21,"Kreuzlingen, PHTG, Switzerland",Other administration / public sector,nan,nan
180682,1BDF8B57-94C2-410B-A47E-7FEA3465D678,For a liveable space,2019-11-02,"Kapstadt, South Africa",Other foundations / NGOs,Workshop,nan
180682,59226541-2829-4CCF-8DA8-9850433448ED,Shaping the Cape Flats – shaping our future,2019-07-05,"Kapstadt, South Africa",Other administration / public sector,Self-organised,nan
180682,1E3FFE0C-6B41-48A9-BB27-5C00D7653204,Spatial memory,2019-09-06,"Kapstadt, South Africa",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
180682,B9936A58-68C9-4027-8964-76BE1452DDD9,Beautiful Cape Flats,2019-10-01,"Kapstadt, South Africa",Other administration / public sector,Self-organised,nan
186756,9A7148AA-6A2D-44D0-AE08-67CB28BAD295,Alpinforum der Alpinmesse Innsbruck,2019-11-14,"Innsbruck, Austria",Other administration / public sector,Talk,https://www.alpinmesse.info/de/Programm-und-Referenten/
163196,D3008660-5EB2-4544-8A1C-72891FA9511C,Accelerating Data Science with HPC,2017-09-04,"Lugano, Switzerland",Other administration / public sector,Self-organised,https://www.cscs.ch/publications/tutorials/2017/accelerating-data-science-with-hpc/
163196,E94C427D-41CF-405C-BDD3-F6947D2B3D80,Approximate Bayesian Computation to quantify parameter and model uncertainty with applications to systems of differential equations,2016-12-14,"Lugano, Switzerland",Other administration / public sector,Self-organised,nan
160904,49880B95-F7B1-412D-A63E-77FB590A918C,"Workshop entitled ""Soil, Plant and Water Analysis: The Basis of Good Date Palm Fertilization""",2018-04-01,"Erfoud and Tinjdad, Morocco",Other administration / public sector,Self-organised,https://www.fertiledatepalm.net/fdp-home-news/fdp-newsitem/article/1693.html
160904,C1247384-8C19-4BE8-9176-4619B79917E0,Salon international d’agriculture de Meknes,2019-04-16,"Meknes, Morocco",Industry / private companies,Poster,http://www.salon-agriculture.ma/en/
160904,B2501903-BE2B-4ECC-885D-FF8EBC38B503,Governance and innovation for the benefit of the date palms’ Economic Interest Groups,2017-10-27,"Erfoud, Morocco",Industry / private companies,Workshop,nan
160904,F2D8CA0F-E472-4C87-9084-625F3B724758,COST Connect: Water for Food and Agriculture in the Mediterranean Area,2017-06-28,"Brüssel, Belgium",Other foundations / NGOs,Workshop,http://www.cost.eu/events/cost-connect-water
160904,AFC64011-3E89-4112-9183-DACB80763852,Workshop on organic matter management in date palm groves,2017-03-28,"Tinjdad, Erfoud, Jorf, Morocco",Other administration / public sector,Self-organised,https://www.fertiledatepalm.net/fdp-home-news/fdp-newsitem/article/1586.html
160904,ED965CB3-0B15-4B98-9DCB-059D72A1F471,9th edition of the International Exhibition of Dates in Morocco (SIDATTES) - Logistics and Development of the Date Chain,2018-10-25,"Erfoud, Morocco",Industry / private companies,Talk,https://www.ada.gov.ma/en/news/9th-edition-international-exhibition-dates-morocco-sidattes
160904,53102C13-624C-4C32-B343-018C3B81FBF7,Workshop on pest management in date palm groves,2017-05-08,"Tinjdad, Erfoud, Jorf, Morocco",Other administration / public sector,Self-organised,https://www.fertiledatepalm.net/fdp-home-news/fdp-newsitem/article/1586.html
134863,3C8D5509-3BF9-47CD-A33D-0EA5EE845B37,"Informationsanlässe für Schulteams, die sich für eine Teilnahme am Projekt „KosH – Kooperation im Kontext schulischer Heterogenität“ interessieren",2011-05-01,"verschiedene Schulgemeinden in den Kantonen Thurgau und Appenzell Ausserrhoden, Switzerland",Other administration / public sector,nan,nan
134863,3B2F702A-15A6-46B6-AB89-13234E1531C7,"Rückmeldeworkshops mit Schulteams, die an der Studie beteiligt sind",2012-11-01,"verschiedene Schulgemeinden, Switzerland",Other administration / public sector,nan,nan
134863,68CBAC20-FC51-4FF5-B889-C03D9795E376,"Tagung ""Kooperation im Kontext schulsicher Heterogenität, 29./30.08.2014",2014-08-29,"Kreuzlingen, PHTG, Switzerland",Other administration / public sector,Self-organised,nan
134863,FCEBC5EF-0E7C-4AFF-8F19-81BD0537781D,KosH – Kooperation im Kontext schulischer Heterogenität: Projektstand – Einblick in Ergebnisse – Ausblick. Vortrag im Forum Ostschweizer Lehrerinnen- und Lehrerbildung,2013-11-07,"PH Zürich, Switzerland",Other administration / public sector,nan,nan
134863,567617F1-95CD-4E5B-8304-251170E2E783,"Einblicke ins laufende SNF-Projekt „KosH – Kooperation im Kontext schulischer Heterogenität“, Tagung des Amts für Volksschule",2012-08-30,"Weinfelden, Switzerland",Other administration / public sector,nan,nan
134863,2FE92548-8410-40A5-8515-A1359DFE4828,"Einblicke ins laufende SNF-Projekt „KosH – Kooperation im Kontext schulischer Heterogenität“, Referat im Ausbildungsmodul P24 PSS",2013-05-16,"Hochschule für Heilpädagogik Zürich, Switzerland",Other administration / public sector,nan,nan
134863,E4D828DE-FD9C-4B95-83F7-9B19BE6D790C,Referat „KosH – Kooperation im Kontext schulischer Heterogenität: Projektstand – Einblick in Ergebnisse – Ausblick“ anlässlich der  Herbsttagung des Amts für Volksschule Thurgau,2013-11-05,"Weinfelden, Switzerland",Other administration / public sector,nan,nan
134863,F20DC3FA-46F7-4BE8-9805-5B3E0C854E05,"Einblicke in die SNF-Studie „Kooperation im Kontext schulischer Heterogenität (KosH). Referat im Modul „Integration, Kooperation und Unterrichtsentwicklung“ der Interkantonalen Hochschule für Heilpädagogik",2014-05-15,"Zürich, Switzerland",Other administration / public sector,nan,nan
153711,C5350B94-6BBB-469B-B0A8-A9806B7D5657,Recent experiences with tariffs for saving electricity in households. Poster presentation at Journée de l'Environnement 2015,2015-12-04,"Geneva, Switzerland",Other administration / public sector,Poster,nan
153711,0487E1A7-A586-4FC1-8970-C6F8ED2B136F,NRP 70/71 stakeholder event: “Transformation of the energy system“ - Morning session: Researchers in dialogue with economic actors and innovation agents.,2017-11-17,"Yverdon-les-Bains, Switzerland",Industry / private companies,Talk,nan
153711,AAB3053A-CA25-4E0D-815D-FCFB8E85A940,RP 70/71 stakeholder event: “Transformation of the energy system“ - Afternoon session: Researchers in dialogue with public policy actors,2017-11-17,"Yverdon-les-Bains, Switzerland",Other administration / public sector,Talk,nan
134762,E1F1B895-55E8-43E1-88F5-EFB4955451E1,Führung mit Christoph Hoffmann,2012-10-18,Bündner Kunstmuseum Chur,Art; Education; Other,nan,http://www.buendner-kunstmuseum.ch/ausstellungen/archiv/2012.html
160904,F536C906-9EC9-42DD-9B30-A5ECA1DAAEC4,Palmier dattier et Oasis : Atouts et Contraintes,2016-11-04,"Marrakesh, Morocco",Other administration / public sector,Talk,nan
160919,BD79CDB1-18CD-4A4C-A4A7-733F55D15C2D,The One Health Focus in the Research of Zoonotic Disease (El Enfoque Una Salud en la Investigación de Enfermedades Zoonóticas),2017-05-09,"Universidad del Valle de Guatemala, Guatemala",Other administration / public sector,Self-organised,nan
125900,F094224B-B55A-46AD-8410-52F57404A69A,Excursion with secondary school classes along the Niwärch and presentation of the research project,2012-09-03,"Ausserberg, Switzerland",Other administration / public sector,Self-organised,nan
125900,66F94EB1-1B2D-4FBD-B8A7-524681B0C1F3,Presentation at Volkshochschule Sion,2012-01-23,"Sion, Switzerland",Other administration / public sector,Self-organised,nan
125900,C30908E3-1916-4A9D-AE50-42081ED69C9F,Effects of different irrigation systems on the biodiversity of species-rich hay meadows,2013-03-19,"Bern, Switzerland",Other administration / public sector,nan,nan
125900,2E95DE88-4873-4202-84E6-6F51022A7239,50 Jahre Cercl’eau Tagung,2012-06-14,"Gwatt, Switzerland",Other administration / public sector,nan,nan
125900,CB3C4E05-FC8C-485B-8ED0-E3C49CF9058C,Presentation and excursion during the Nationalpark-Tage,2010-04-16,"Zernez, Switzerland",Other administration / public sector,Self-organised,nan
125900,A1613611-C849-4217-974E-9B3A3F67D4C7,Forschungsprojekt “Wasserkanäle – ein Modell für nachhaltige Wassernutzung” – Ergebnisse aus unterschiedlichen Gemeinden des Wallis,2012-12-07,"Ausserberg, Switzerland",Other administration / public sector,Self-organised,nan
145319,CB131186-E1DD-41A2-B378-EEBDCB79A1B0,Dihydrogen Tetrametaphosphate: A Potent Precursor to Unconventional Organo and Metallo Cyclic Phosphate Species,2014-03-31,"MIT, Cambridge, United States of America",Other administration / public sector,nan,nan
120621,08713AFC-63E3-40B8-A26B-6EA0077C45E0,"Museum für Gestaltung Ausstellung ""Roboter""",2009-06-24,Zürich,Art; Education,nan,http://museum-gestaltung.ch/de/ausstellungen/2009/roboter
120621,D855BAAB-9A84-4DEE-84E5-AB50FE64DC2A,"Gesund älter werden Science City 2010, ETH Hönggerberg",2010-11-14,Zürich,Administration / politics; Education; Health care; Industry and business,nan,http://ethz.ch/news/treffpunkt/rueckblick/trefffpunkt_flyer_herbst2010.pdf
120621,5FFA3DEB-1E8D-472E-A397-212986F90FC0,"BrainFair 2010, ETH Zürich",2010-03-15,Zürich,Administration / politics; Education; Health care; Industry and business,nan,http://www.brainfair-zurich.ch/BrainFair_Archiv/Archiv_BF_2010
120621,85D16C4F-B0B9-4357-B5A3-E7829C53649D,175 Jahre Universität Zürich,2008-03-13,Zürich,Administration / politics; Health care; Industry and business,nan,http://www.175jahre.uzh.ch
125901,7B685049-0FB0-424D-9B66-DBB297EB0B33,SVGW Gas- und Wasserfachtagung,2013-09-19,"Lugano, Switzerland",Other administration / public sector,Talk,http://www.svgw.ch/index.php?id=160&L=0
125901,1FEA1CC8-6F68-4CDB-A1A9-612E3514E3CC,"Abschlussveranstaltung zum NFP-61-Projekt SWIP, langfristige Planung nachhaltiger Infrastrukturen",2014-01-23,"Eawag, Dübendorf, Switzerland",Other administration / public sector,Self-organised,http://www.eawag.ch/lehre/peak/index
125901,45F994EC-4643-4F5A-ABCD-F14D4CE04468,PEAK-Fachtagung: Herausforderungen einer nachhaltigen Wasserwirtschaft,2012-09-14,"Eawag, Dübendorf, Switzerland, Switzerland",Other administration / public sector,Talk,http://www.eawag.ch/medien/veranstaltungen/20120914/index
136911,5227EC59-C152-4455-A86B-FDC9BF440128,SAMPE SETEC 2012,2012-09-19,"Lucerne, Switzerland, Switzerland",Industry / private companies,Talk,nan
136911,CDAC1751-60E3-47C5-B6DE-2B3FD6D7CE1A,Micro- et Nanotechnologies dans les matériaux et processus pour l'industrie européenne des polymères,2012-11-22,"Fribourg, Switzerland, Switzerland",Industry / private companies,Talk,nan
136686,8AC8E4DE-E896-455A-A14C-C603A2353F14,i-net Cleantech Technology Event «Biotechnological use of untapped biomass for the future bioeconomy of Switzerland»,2015-04-21,"Muttenz, Switzerland",Industry / private companies,Talk,nan
136686,53A4D00D-9BD2-4F5E-BEEC-B5919603B08C,Statusseminar of the Swiss Wood Innovation Network S-WIN,2013-04-24,"Villigen, Switzerland",Industry / private companies,Talk,nan
173390,10D4DEE8-5E86-455A-A6B6-019C8E517FCF,"Berner Mittelalterzentrum, Vortrag mit Schwerpunkt ""Sensory Studies""",2017-12-07,"Universität Bern, Switzerland",Other administration / public sector,Workshop,nan
183067,21357DB2-535D-47DF-9DA9-A8AF4982269E,La Semaine de la Digitalisation - Everything I know about ICOs,2019-02-14,"Lausanne, Switzerland",Industry / private companies,Workshop,nan
183067,5DBC2436-74AB-46CB-A26D-314347741208,DLT in Swiss financial markets - Where are we heading?,2019-06-06,"Lausanne, Switzerland",Industry / private companies,Talk,nan
183057,4A253697-17D6-4369-8D99-1D7872B82A4C,Open Access in Action,2020-10-19,"online, Switzerland",Other administration / public sector,Talk,https://www.swissuniversities.ch/themen/digitalisierung/p-5-wissenschaftliche-information/newsletter/register-now-for-swissuniversities-conference-open-access-in-action
129202,54CA55E7-5DD9-46C8-B034-AB835DF71551,"Commission fédérative des femmes, Syndicat des services publics",2013-03-04,"Berne, Switzerland",Industry / private companies,Talk,nan
129202,8834FB2E-5FE0-4257-8D15-00BD100DAACB,5e Congrès HR sections romandes: « Les enjeux de la diversité. Défi majeur pour un management RH responsable » (ateliers : management de la diversité et des sexes & management des âges),2011-09-15,"Université de Lausanne, Switzerland",Industry / private companies,Workshop,nan
129202,FC9DF49A-7634-45F8-83E9-20E35BC14D59,3e colloque du programme PNR60,2013-11-07,"Bienne, Switzerland",Other administration / public sector,Talk,nan
129202,44B58C2C-D3BB-4B75-BB69-53B6F3F95CE5,"Comité d'organisation du Colloque international: ""Le management de la diversité: Parties prenantes et RSA""",2012-01-30,"IAE, Université de lyon 3, France",Industry / private companies,Workshop,http://iae-management-diversite.univ-lyon3.fr/
129202,60105935-B3C9-4517-8760-541C1136BF15,"Meeting Point entre recherche et pratique, Organisé par le magazine HR Today",2013-09-24,"Lausanne, Switzerland",Industry / private companies,Talk,nan
134762,946288DC-ADFD-4ADC-BFE1-3500C0610551,The Frank Slide Show - Die Projektion,2012-05-12,"Bollag - Projektraum, Basel",Art,nan,nan
134762,F0B0F59E-531C-4656-B005-1FA729B42796,Flimsetüden im Vorzimmer,2013-07-13,"OG9, Zürich",Art,nan,http://www.og9zh.wordpress.com
134762,CA04B44B-9234-44D9-B3AB-26CC613452A7,Forschungsapéro,2013-03-12,Hochschule der Künste Bern,Administration / politics; Art; Education; Health care; Industry and business; Other,nan,nan
134762,3D55307F-39B7-4CE1-92F6-2528D36D697F,"""Rewind"", Ausstellung ""Der zweite Blick""",2013-03-02,Städtische Galerie Nordhorn,Art,nan,http://staedtische-galerie.nordhorn.de/galerie/ausstellungsarchiv/programm-2013/der-zweite-blick.html
134762,40A560EE-62C0-42C9-A85F-6398C6F873BC,Forschungsapéro,2012-03-14,Hochschule der Künste Bern,Administration / politics; Art; Education; Health care; Industry and business; Other,nan,nan
134762,2F66AE55-D378-4180-BB8F-509B7A5264F1,Raummusik Köln,2012-12-09,Kunstwerk Köln,Art; Education,nan,http://kunst.khm.de/nocache/article/2548-trash-dilemmata/nCall/2927/
134762,FE27B97F-8F53-4526-BD8F-0821DA29D888,"Ausstellung ""She Came in Through the Bathroom Window""",2013-03-11,"Kunstraum Fuhrwerkswaage, Köln",Art,nan,http://www.fuhrwerkswaage.de/
134762,A0A88631-09C4-4DB6-85A7-09035E18B08E,"""Piano (Hyundai)"" und ""Barbate (O)"", Ausstellung ""PRIMA""",2013-01-10,kunstgaleriebonn,Art,nan,http://www.kunstgaleriebonn.de/03_2013_kretschmann-prima.htm
134762,ECEA432E-C009-4048-9DDE-427A632EE3D7,"""Keilerei (mechanische Lösung eines philosophischen Problems)"", Ausstellung ""Cracked.White.Open""",2012-03-31,Galerie Jochen Hempel,Art,nan,http://www.jochenhempel.com/#/de/exhibitions/past
134762,8B5C12C7-068A-40D4-9A0E-429B5A6DAB80,Führung mit Flavio Anselmetti,2012-09-06,Bündner Kunstmuseum Chur,Art; Education; Other,nan,http://www.buendner-kunstmuseum.ch/ausstellungen/archiv/2012.html
134762,4EC03112-BD31-4427-B066-FED1F5B0CAAB,SARN-Workshop: Ausstellen künstlerischer Forschung,2012-09-03,"Hochschule Luzern, Design und Kunst",Art; Education; Other,nan,http://www.sarn.ch/activities-2/workshop-december-3-2012/
134762,B1FA9CA0-74DB-44FB-8BF2-16018AE09D68,"Presseinfo vor der Eröffnung der Ausstellung ""Präparat Bergsturz - Konservierte Bewegung""",2012-08-23,Bündner Kunstmuseum Chur,Administration / politics; Art; Other,nan,nan
134762,9CD661A1-F4B5-4D56-8A4B-D5A2252F9ED0,Grautonlandschaft - The Frank Slide Show,2013-04-19,"Galerie Benzeholz, Meggen",Art,nan,http://www.meggen.ch/index.cfm?hmID=21&um1ID=18&um2ID=52&um3ID=125&contentID=0&action=hm21&content=um118&content2=um252&s=kunstarchiv
134762,754A4736-0675-4D3C-BAFE-9906A948544A,Führung mit Reinhard Wendler,2012-09-20,Bündner Kunstmuseum Chur,Art; Education; Other,nan,http://www.buendner-kunstmuseum.ch/ausstellungen/archiv/2012.html
134762,974B98DA-9899-498A-A822-62EF46F32992,The Frank Slide Show,2012-05-14,"Tony Wuethrich Galerie, Basel",Art,nan,http://www.tony-wuethrich.com/
171050,A2F3E95C-3D26-42E5-B7AA-83F9FF33D6DE,Kyoto T Cell conference,2019-06-06,"Kyoto, Japan",Other administration / public sector,Workshop,http://ktcc.umin.jp/
171050,16B78AD2-5825-4DDC-A518-0561BEE0845C,EMBO Workshop ThymE: T cell and thymus biology,2019-05-19,"Weizmann Institute of Science, Israel",Other administration / public sector,Poster,https://meetings.embo.org/event/19-tcell-thymus
132786,552EE50F-FAEC-4F2A-A172-E77F7F710990,Trendtage Luzern,2013-02-13,"Luzern, Switzerland",Other administration / public sector,nan,nan
132786,DABD140F-20D5-46AE-99FD-D342BF89923B,DRGs im Krankenhausalltag: Welchen Spielraum hat die Medizinethik?,2013-04-26,"Greifswald, Germany",Other administration / public sector,nan,nan
